,"Matthew 1:1 The book of the generation of Jesus Christ, the son of David, the son of Abraham.","Mattheus 1:1 DIE geslagsregister van Jesus Christus, die seun van Dawid, die seun van Abraham:"
,"John 17:26 And I have declared unto them thy name, and will declare [it]: that the love wherewith thou hast loved me may be in them, and I in them.","Johannes 17:26 En Ek het u Naam aan hulle bekend gemaak en sal dit bekend maak, sodat die liefde waarmee U My liefgehad het, in hulle kan wees, en Ek in hulle."
,"John 18:1 When Jesus had spoken these words, he went forth with his disciples over the brook Cedron, where was a garden, into the which he entered, and his disciples.","Johannes 18:1 NADAT Jesus dit gesê het, het Hy met sy dissipels oor die spruit Kedron gegaan waar daar ’n tuin was, waarin Hy self gegaan het en sy dissipels."
,"John 18:2 And Judas also, which betrayed him, knew the place: for Jesus ofttimes resorted thither with his disciples.","Johannes 18:2 En Judas, sy verraaier, het ook die plek geken, omdat Jesus daar dikwels met sy dissipels saamgekom het."
,"John 18:3 Judas then, having received a band [of men] and officers from the chief priests and Pharisees, cometh thither with lanterns and torches and weapons.",Johannes 18:3 En Judas het die afdeling soldate en die dienaars van die owerpriesters en die Fariseërs geneem en daar gekom met fakkels en lampe en wapens.
,"John 18:4 Jesus therefore, knowing all things that should come upon him, went forth, and said unto them, Whom seek ye?","Johannes 18:4 En omdat Jesus alles geweet het wat oor Hom sou kom, het Hy uit die tuin gegaan en vir hulle gesê: Wie soek julle?"
,"John 18:5 They answered him, Jesus of Nazareth. Jesus saith unto them, I am [he]. And Judas also, which betrayed him, stood with them.","Johannes 18:5 Hulle antwoord Hom: Jesus, die Nasaréner. Jesus sê vir hulle: Dit is Ek. En ook Judas, sy verraaier, het by hulle gestaan."
,"John 18:6 As soon then as he had said unto them, I am [he], they went backward, and fell to the ground.","Johannes 18:6 Toe Hy dan vir hulle sê: Dit is Ek, het hulle agteruitgegaan en op die grond geval."
,"John 18:7 Then asked he them again, Whom seek ye? And they said, Jesus of Nazareth.","Johannes 18:7 Hy vra hulle toe weer: Wie soek julle? En hulle sê: Jesus, die Nasaréner."
,"John 18:8 Jesus answered, I have told you that I am [he]: if therefore ye seek me, let these go their way:","Johannes 18:8 Jesus antwoord: Ek het vir julle gesê dat dit Ek is. As julle My dan soek, laat hierdie manne weggaan —"
,"John 18:9 That the saying might be fulfilled, which he spake, Of them which thou gavest me have I lost none.","Johannes 18:9 sodat die woord vervul sou word wat Hy gespreek het: Uit die wat U My gegee het, het Ek niemand verloor nie."
,"John 18:10 Then Simon Peter having a sword drew it, and smote the high priest's servant, and cut off his right ear. The servant's name was Malchus.","Johannes 18:10 En Simon Petrus wat ’n swaard gehad het, het dit uitgetrek en die dienskneg van die hoëpriester geslaan en sy regteroor afgekap. En die naam van die dienskneg was Malchus."
,"John 18:11 Then said Jesus unto Peter, Put up thy sword into the sheath: the cup which my Father hath given me, shall I not drink it?","Johannes 18:11 Toe sê Jesus vir Petrus: Steek jou swaard in die skede. Die beker wat die Vader My gegee het, sal Ek dit dan nie drink nie?"
,"John 18:12 Then the band and the captain and officers of the Jews took Jesus, and bound him,",Johannes 18:12 EN die afdeling en die owerste oor duisend en die dienaars van die Jode het Jesus gevange geneem en Hom geboei;
,"John 18:13 And led him away to Annas first; for he was father in law to Caiaphas, which was the high priest that same year.","Johannes 18:13 en hulle het Hom weggelei, eers na Annas; want Hy was die skoonvader van Kájafas wat daardie jaar hoëpriester was."
,"John 18:14 Now Caiaphas was he, which gave counsel to the Jews, that it was expedient that one man should die for the people.",Johannes 18:14 En dit was Kájafas wat aan die Jode die raad gegee het dat dit voordelig is dat een man vir die volk sterwe.
,"John 18:15 And Simon Peter followed Jesus, and [so did] another disciple: that disciple was known unto the high priest, and went in with Jesus into the palace of the high priest.",Johannes 18:15 En Simon Petrus en ’n ander dissipel het Jesus gevolg; en daardie dissipel was met die hoëpriester bekend en het saam met Jesus ingegaan in die binneplaas van die hoëpriester se paleis.
en:p,"John 18:16 But Peter stood at the door without. Then went out that other disciple, which was known unto the high priest, and spake unto her that kept the door, and brought in Peter.","Johannes 18:16 Maar Petrus het buitekant by die deur bly staan. En die ander dissipel wat bekend was met die hoëpriester, het uitgegaan en met die deurwagster gepraat en Petrus ingebring."
,"John 18:17 Then saith the damsel that kept the door unto Peter, Art not thou also [one] of this man's disciples? He saith, I am not.","Johannes 18:17 Toe sê die diensmeisie, die deurwagster, vir Petrus: Jy is tog nie ook een van die dissipels van hierdie mens nie? Hy sê: Ek is nie."
,"John 18:18 And the servants and officers stood there, who had made a fire of coals; for it was cold: and they warmed themselves: and Peter stood with them, and warmed himself.",Johannes 18:18 En die diensknegte en die dienaars het by ’n koolvuur gestaan wat hulle gemaak het — want dit was koud — en hulle het hul warm gemaak. En Petrus het by hulle gestaan en hom warm gemaak.
,"John 18:19 The high priest then asked Jesus of his disciples, and of his doctrine.",Johannes 18:19 Die hoëpriester ondervra Jesus toe oor sy dissipels en oor sy leer.
,"John 18:20 Jesus answered him, I spake openly to the world; I ever taught in the synagogue, and in the temple, whither the Jews always resort; and in secret have I said nothing.",Johannes 18:20 Jesus antwoord hom: Ek het ronduit tot die wêreld gespreek; Ek het altyd in die sinagoge geleer en in die tempel waar die Jode van alle kante vergader; en in die geheim het Ek niks gespreek nie.
,"John 18:21 Why askest thou me? ask them which heard me, what I have said unto them: behold, they know what I said.",Johannes 18:21 Wat ondervra u My? Ondervra hulle wat gehoor het wat Ek tot hulle gespreek het; hulle weet tog wat Ek gesê het.
,"John 18:22 And when he had thus spoken, one of the officers which stood by struck Jesus with the palm of his hand, saying, Answerest thou the high priest so?","Johannes 18:22 En toe Hy dit sê, het een van die dienaars wat daar staan, Jesus in die aangesig geslaan en gesê: Antwoord U die hoëpriester so?"
,"John 18:23 Jesus answered him, If I have spoken evil, bear witness of the evil: but if well, why smitest thou me?","Johannes 18:23 Jesus antwoord hom: As Ek verkeerd gespreek het, getuig van die verkeerdheid; maar as Ek reg gespreek het, waarom slaan jy My?"
,John 18:24 Now Annas had sent him bound unto Caiaphas the high priest.,"Johannes 18:24 En Annas het Hom geboeid na Kájafas, die hoëpriester, gestuur."
,"John 18:25 And Simon Peter stood and warmed himself. They said therefore unto him, Art not thou also [one] of his disciples? He denied [it], and said, I am not.",Johannes 18:25 En Simon Petrus het hom staan en warm maak. En hulle sê vir hom: Jy is tog nie ook een van sy dissipels nie? Toe ontken hy dit en sê: Ek is nie.
,"John 18:26 One of the servants of the high priest, being [his] kinsman whose ear Peter cut off, saith, Did not I see thee in the garden with him?","Johannes 18:26 Een van die hoëpriester se diensknegte wat familie was van die man wie se oor Petrus afgekap het, sê: Het ek jou nie in die tuin by Hom gesien nie?"
,John 18:27 Peter then denied again: and immediately the cock crew.,Johannes 18:27 En Petrus het dit weer ontken; en dadelik het die haan gekraai.
,"John 18:28 Then led they Jesus from Caiaphas unto the hall of judgment: and it was early; and they themselves went not into the judgment hall, lest they should be defiled; but that they might eat the passover.","Johannes 18:28 TOE neem hulle Jesus van Kájafas na die goewerneur se paleis. En dit was vroeg in die môre; en hulle het self nie in die paleis ingegaan nie, dat hulle hul nie sou verontreinig nie, maar dat hulle die pasga kon eet."
,"John 18:29 Pilate then went out unto them, and said, What accusation bring ye against this man?",Johannes 18:29 En Pilatus het na hulle uitgekom en gesê: Watter beskuldiging bring julle teen hierdie man in?
,"John 18:30 They answered and said unto him, If he were not a malefactor, we would not have delivered him up unto thee.","Johannes 18:30 Hulle antwoord en sê vir hom: As Hy geen kwaaddoener was nie, sou ons Hom nie aan u oorgelewer het nie."
,"John 18:31 Then said Pilate unto them, Take ye him, and judge him according to your law. The Jews therefore said unto him, It is not lawful for us to put any man to death:",Johannes 18:31 En Pilatus sê vir hulle: Neem julle Hom en oordeel Hom volgens julle wet. En die Jode sê vir hom: Dit is ons nie geoorloof om iemand dood te maak nie —
,"John 18:32 That the saying of Jesus might be fulfilled, which he spake, signifying what death he should die.",Johannes 18:32 sodat die woord van Jesus vervul sou word wat Hy gesê het om aan te dui hoedanige dood Hy sou sterwe.
,"John 18:33 Then Pilate entered into the judgment hall again, and called Jesus, and said unto him, Art thou the King of the Jews?",Johannes 18:33 Pilatus gaan toe weer in die goewerneur se paleis en roep Jesus en sê vir Hom: Is U die Koning van die Jode?
,"John 18:34 Jesus answered him, Sayest thou this thing of thyself, or did others tell it thee of me?","Johannes 18:34 Jesus antwoord hom: Sê u dit uit uself, of het ander u dit van My gesê?"
,"John 18:35 Pilate answered, Am I a Jew? Thine own nation and the chief priests have delivered thee unto me: what hast thou done?",Johannes 18:35 Pilatus antwoord: Is ek dan ’n Jood? U volk en die owerpriesters het U aan my oorgelewer. Wat het U gedoen?
,"John 18:36 Jesus answered, My kingdom is not of this world: if my kingdom were of this world, then would my servants fight, that I should not be delivered to the Jews: but now is my kingdom not from hence.","Johannes 18:36 Jesus antwoord: My koninkryk is nie van hierdie wêreld nie; as my koninkryk van hierdie wêreld was, sou my dienaars geveg het, dat Ek nie aan die Jode oorgelewer word nie. Maar nou is my koninkryk nie van hier nie."
af:p,"John 18:37 Pilate therefore said unto him, Art thou a king then? Jesus answered, Thou sayest that I am a king. To this end was I born, and for this cause came I into the world, that I should bear witness unto the truth. Every one that is of the truth heareth my voice.","Johannes 18:37 Pilatus sê toe vir Hom: Is U dan tog ’n koning? Jesus antwoord: U sê dat Ek ’n koning is. Hiervoor is Ek gebore en hiervoor het Ek in die wêreld gekom, om vir die waarheid te getuig. Elkeen wat uit die waarheid is, luister na my stem."
af:p,"John 18:38 Pilate saith unto him, What is truth? And when he had said this, he went out again unto the Jews, and saith unto them, I find in him no fault [at all].","Johannes 18:38 Pilatus sê vir Hom: Wat is waarheid? En toe hy dit gesê het, gaan hy weer uit na die Jode en sê vir hulle: Ek vind geen skuld in Hom nie."
,"John 18:39 But ye have a custom, that I should release unto you one at the passover: will ye therefore that I release unto you the King of the Jews?",Johannes 18:39 Maar julle het ’n gewoonte dat ek vir julle op die pasga iemand moet loslaat; wil julle dan hê dat ek vir julle die Koning van die Jode moet loslaat?
af:p,"John 18:40 Then cried they all again, saying, Not this man, but Barabbas. Now Barabbas was a robber.","Johannes 18:40 Toe skreeu hulle almal weer en sê: Nie vir Hom nie, maar Barábbas! En Barábbas was ’n rower."
,"John 19:1 Then Pilate therefore took Jesus, and scourged [him].",Johannes 19:1 TOE neem Pilatus dan vir Jesus en laat Hom gésel.
,"John 19:2 And the soldiers platted a crown of thorns, and put [it] on his head, and they put on him a purple robe,","Johannes 19:2 En die soldate het ’n kroon van dorings gevleg en dit op sy hoof gesit, en ’n purper kleed om Hom gewerp"
,"John 19:3 And said, Hail, King of the Jews! and they smote him with their hands.","Johannes 19:3 en gesê: Wees gegroet, Koning van die Jode! En hulle het Hom in die aangesig geslaan."
,"John 19:4 Pilate therefore went forth again, and saith unto them, Behold, I bring him forth to you, that ye may know that I find no fault in him.","Johannes 19:4 Pilatus gaan toe weer buitentoe en sê vir hulle: Kyk, ek bring Hom vir julle uit buitentoe, sodat julle kan weet dat ek in Hom geen skuld vind nie."
